Resturant_Name,reviews
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
Swan Oyster Depot,"After nearly 2.5 years of living less than 10 minutes walking distance from Swan Oyster Depot, I FINALLY made it to this iconic SF spot. I will say that we severely underestimated the wait time. We arrived at 1pm on Friday and waited for 1.5 hours. I probably will not be doing this again anytime soon, unless I'm waiting for their fresh uni (which they didn't have this time around, bummer). For two, we ordered: - dozen mixed oysters: 6 types, I liked these - smoked salmon: THEE best smoked salmon in SF, comparable to Russ & Daughters in NY which has amazing smoked salmon- smoked trout and smoked white fish: I preferred the salmon, but this was good as well - Sicilian sashimi: my first time having sashimi with olive oil, onions and capers. This was really good, my absolute favorite were the scallops which we ended up ordering more of. GET THE SCALLOPS! - Scallops: So buttery, get the Sicilian style over the ponzu style- octopus salad: I would pass on this Total with two glasses of wine came out to $156 which is pretty hefty for lunch. We waited a long time so might as well try everything and make it worthwhile, right? Swan's definitely a SF bucket list place, but for the price and wait it's not something I would do regularly."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
